colour	fill	x	y	group
#000000	#FFFFFF	1.72413793103448	2.91666666666667	6
#000000	#FFFFFF	6.89655172413793	20.4166666666667	6
#000000	#FFFFFF	12.0689655172414	2.91666666666667	6
#000000	#FFFFFF	1.72413793103448	2.91666666666667	6
#000000	#FFFFFF	15.5172413793103	26.25	77
#000000	#FFFFFF	20.6896551724138	43.75	77
#000000	#FFFFFF	25.8620689655172	26.25	77
#000000	#FFFFFF	15.5172413793103	26.25	77
#000000	#FFFFFF	29.3103448275862	2.91666666666667	98
#000000	#FFFFFF	34.4827586206897	20.4166666666667	98
#000000	#FFFFFF	39.6551724137931	2.91666666666667	98
#000000	#FFFFFF	29.3103448275862	2.91666666666667	98
#000000	#FFFFFF	29.3103448275862	49.5833333333333	99
#000000	#FFFFFF	34.4827586206897	67.0833333333333	99
#000000	#FFFFFF	39.6551724137931	49.5833333333333	99
#000000	#FFFFFF	29.3103448275862	49.5833333333333	99
#000000	#FFFFFF	43.1034482758621	26.25	100
#000000	#FFFFFF	48.2758620689655	43.75	100
#000000	#FFFFFF	53.448275862069	26.25	100
#000000	#FFFFFF	43.1034482758621	26.25	100
#000000	#FFFFFF	43.1034482758621	72.9166666666667	101
#000000	#FFFFFF	48.2758620689655	90.4166666666667	101
#000000	#FFFFFF	53.448275862069	72.9166666666667	101
#000000	#FFFFFF	43.1034482758621	72.9166666666667	101
#000000	#FFFFFF	56.8965517241379	2.91666666666667	102
#000000	#FFFFFF	62.0689655172414	20.4166666666667	102
#000000	#FFFFFF	67.2413793103448	2.91666666666667	102
#000000	#FFFFFF	56.8965517241379	2.91666666666667	102
#000000	#FFFFFF	56.8965517241379	49.5833333333333	103
#000000	#FFFFFF	62.0689655172414	67.0833333333333	103
#000000	#FFFFFF	67.2413793103448	49.5833333333333	103
#000000	#FFFFFF	56.8965517241379	49.5833333333333	103
#000000	#FFFFFF	56.8965517241379	96.25	104
#000000	#FFFFFF	62.0689655172414	113.75	104
#000000	#FFFFFF	67.2413793103448	96.25	104
#000000	#FFFFFF	56.8965517241379	96.25	104
#000000	#FFFFFF	70.6896551724138	26.25	105
#000000	#FFFFFF	75.8620689655172	43.75	105
#000000	#FFFFFF	81.0344827586207	26.25	105
#000000	#FFFFFF	70.6896551724138	26.25	105
#000000	#FFFFFF	70.6896551724138	72.9166666666667	106
#000000	#FFFFFF	75.8620689655172	90.4166666666667	106
#000000	#FFFFFF	81.0344827586207	72.9166666666667	106
#000000	#FFFFFF	70.6896551724138	72.9166666666667	106
#000000	#FFFFFF	70.6896551724138	119.583333333333	107
#000000	#FFFFFF	75.8620689655172	137.083333333333	107
#000000	#FFFFFF	81.0344827586207	119.583333333333	107
#000000	#FFFFFF	70.6896551724138	119.583333333333	107
#000000	#FFFFFF	84.4827586206897	2.91666666666667	108
#000000	#FFFFFF	89.6551724137931	20.4166666666667	108
#000000	#FFFFFF	94.8275862068966	2.91666666666667	108
#000000	#FFFFFF	84.4827586206897	2.91666666666667	108
#000000	#FFFFFF	84.4827586206897	49.5833333333333	109
#000000	#FFFFFF	89.6551724137931	67.0833333333333	109
#000000	#FFFFFF	94.8275862068966	49.5833333333333	109
#000000	#FFFFFF	84.4827586206897	49.5833333333333	109
#000000	#FFFFFF	84.4827586206897	96.25	110
#000000	#FFFFFF	89.6551724137931	113.75	110
#000000	#FFFFFF	94.8275862068966	96.25	110
#000000	#FFFFFF	84.4827586206897	96.25	110
#000000	#FFFFFF	84.4827586206897	142.916666666667	111
#000000	#FFFFFF	89.6551724137931	160.416666666667	111
#000000	#FFFFFF	94.8275862068966	142.916666666667	111
#000000	#FFFFFF	84.4827586206897	142.916666666667	111
#000000	#FFFFFF	98.2758620689655	26.25	112
#000000	#FFFFFF	103.448275862069	43.75	112
#000000	#FFFFFF	108.620689655172	26.25	112
#000000	#FFFFFF	98.2758620689655	26.25	112
#000000	#FFFFFF	98.2758620689655	72.9166666666667	113
#000000	#FFFFFF	103.448275862069	90.4166666666667	113
#000000	#FFFFFF	108.620689655172	72.9166666666667	113
#000000	#FFFFFF	98.2758620689655	72.9166666666667	113
#000000	#FFFFFF	98.2758620689655	119.583333333333	114
#000000	#FFFFFF	103.448275862069	137.083333333333	114
#000000	#FFFFFF	108.620689655172	119.583333333333	114
#000000	#FFFFFF	98.2758620689655	119.583333333333	114
#000000	#FFFFFF	98.2758620689655	166.25	115
#000000	#FFFFFF	103.448275862069	183.75	115
#000000	#FFFFFF	108.620689655172	166.25	115
#000000	#FFFFFF	98.2758620689655	166.25	115
#000000	#FFFFFF	112.068965517241	2.91666666666667	116
#000000	#FFFFFF	117.241379310345	20.4166666666667	116
#000000	#FFFFFF	122.413793103448	2.91666666666667	116
#000000	#FFFFFF	112.068965517241	2.91666666666667	116
#000000	#FFFFFF	112.068965517241	49.5833333333333	117
#000000	#FFFFFF	117.241379310345	67.0833333333333	117
#000000	#FFFFFF	122.413793103448	49.5833333333333	117
#000000	#FFFFFF	112.068965517241	49.5833333333333	117
#000000	#FFFFFF	112.068965517241	96.25	118
#000000	#FFFFFF	117.241379310345	113.75	118
#000000	#FFFFFF	122.413793103448	96.25	118
#000000	#FFFFFF	112.068965517241	96.25	118
#000000	#FFFFFF	112.068965517241	142.916666666667	119
#000000	#FFFFFF	117.241379310345	160.416666666667	119
#000000	#FFFFFF	122.413793103448	142.916666666667	119
#000000	#FFFFFF	112.068965517241	142.916666666667	119
#000000	#FFFFFF	112.068965517241	189.583333333333	120
#000000	#FFFFFF	117.241379310345	207.083333333333	120
#000000	#FFFFFF	122.413793103448	189.583333333333	120
#000000	#FFFFFF	112.068965517241	189.583333333333	120
#000000	#FFFFFF	125.862068965517	26.25	2
#000000	#FFFFFF	131.034482758621	43.75	2
#000000	#FFFFFF	136.206896551724	26.25	2
#000000	#FFFFFF	125.862068965517	26.25	2
#000000	#FFFFFF	125.862068965517	72.9166666666667	3
#000000	#FFFFFF	131.034482758621	90.4166666666667	3
#000000	#FFFFFF	136.206896551724	72.9166666666667	3
#000000	#FFFFFF	125.862068965517	72.9166666666667	3
#000000	#FFFFFF	125.862068965517	119.583333333333	4
#000000	#FFFFFF	131.034482758621	137.083333333333	4
#000000	#FFFFFF	136.206896551724	119.583333333333	4
#000000	#FFFFFF	125.862068965517	119.583333333333	4
#000000	#FFFFFF	125.862068965517	166.25	5
#000000	#FFFFFF	131.034482758621	183.75	5
#000000	#FFFFFF	136.206896551724	166.25	5
#000000	#FFFFFF	125.862068965517	166.25	5
#000000	#FFFFFF	125.862068965517	212.916666666667	1
#000000	#FFFFFF	131.034482758621	230.416666666667	1
#000000	#FFFFFF	136.206896551724	212.916666666667	1
#000000	#FFFFFF	125.862068965517	212.916666666667	1
#000000	#FFFFFF	139.655172413793	2.91666666666667	7
#000000	#FFFFFF	144.827586206897	20.4166666666667	7
#000000	#FFFFFF	150	2.91666666666667	7
#000000	#FFFFFF	139.655172413793	2.91666666666667	7
#000000	#FFFFFF	139.655172413793	49.5833333333333	9
#000000	#FFFFFF	144.827586206897	67.0833333333333	9
#000000	#FFFFFF	150	49.5833333333333	9
#000000	#FFFFFF	139.655172413793	49.5833333333333	9
#000000	#FFFFFF	139.655172413793	96.25	10
#000000	#FFFFFF	144.827586206897	113.75	10
#000000	#FFFFFF	150	96.25	10
#000000	#FFFFFF	139.655172413793	96.25	10
#000000	#FFFFFF	139.655172413793	142.916666666667	11
#000000	#FFFFFF	144.827586206897	160.416666666667	11
#000000	#FFFFFF	150	142.916666666667	11
#000000	#FFFFFF	139.655172413793	142.916666666667	11
#000000	#FFFFFF	139.655172413793	189.583333333333	12
#000000	#FFFFFF	144.827586206897	207.083333333333	12
#000000	#FFFFFF	150	189.583333333333	12
#000000	#FFFFFF	139.655172413793	189.583333333333	12
#000000	#FFFFFF	139.655172413793	236.25	8
#000000	#FFFFFF	144.827586206897	253.75	8
#000000	#FFFFFF	150	236.25	8
#000000	#FFFFFF	139.655172413793	236.25	8
#000000	#FFFFFF	153.448275862069	26.25	15
#000000	#FFFFFF	158.620689655172	43.75	15
#000000	#FFFFFF	163.793103448276	26.25	15
#000000	#FFFFFF	153.448275862069	26.25	15
#000000	#FFFFFF	153.448275862069	72.9166666666667	16
#000000	#FFFFFF	158.620689655172	90.4166666666667	16
#000000	#FFFFFF	163.793103448276	72.9166666666667	16
#000000	#FFFFFF	153.448275862069	72.9166666666667	16
#000000	#FFFFFF	153.448275862069	119.583333333333	17
#000000	#FFFFFF	158.620689655172	137.083333333333	17
#000000	#FFFFFF	163.793103448276	119.583333333333	17
#000000	#FFFFFF	153.448275862069	119.583333333333	17
#000000	#FFFFFF	153.448275862069	166.25	18
#000000	#FFFFFF	158.620689655172	183.75	18
#000000	#FFFFFF	163.793103448276	166.25	18
#000000	#FFFFFF	153.448275862069	166.25	18
#000000	#FFFFFF	153.448275862069	212.916666666667	13
#000000	#FFFFFF	158.620689655172	230.416666666667	13
#000000	#FFFFFF	163.793103448276	212.916666666667	13
#000000	#FFFFFF	153.448275862069	212.916666666667	13
#000000	#FFFFFF	153.448275862069	259.583333333333	14
#000000	#FFFFFF	158.620689655172	277.083333333333	14
#000000	#FFFFFF	163.793103448276	259.583333333333	14
#000000	#FFFFFF	153.448275862069	259.583333333333	14
#000000	#FFFFFF	167.241379310345	2.91666666666667	19
#000000	#FFFFFF	172.413793103448	20.4166666666667	19
#000000	#FFFFFF	177.586206896552	2.91666666666667	19
#000000	#FFFFFF	167.241379310345	2.91666666666667	19
#000000	#FFFFFF	167.241379310345	49.5833333333333	22
#000000	#FFFFFF	172.413793103448	67.0833333333333	22
#000000	#FFFFFF	177.586206896552	49.5833333333333	22
#000000	#FFFFFF	167.241379310345	49.5833333333333	22
#000000	#FFFFFF	167.241379310345	96.25	23
#000000	#FFFFFF	172.413793103448	113.75	23
#000000	#FFFFFF	177.586206896552	96.25	23
#000000	#FFFFFF	167.241379310345	96.25	23
#000000	#FFFFFF	167.241379310345	142.916666666667	24
#000000	#FFFFFF	172.413793103448	160.416666666667	24
#000000	#FFFFFF	177.586206896552	142.916666666667	24
#000000	#FFFFFF	167.241379310345	142.916666666667	24
#000000	#FFFFFF	167.241379310345	189.583333333333	25
#000000	#FFFFFF	172.413793103448	207.083333333333	25
#000000	#FFFFFF	177.586206896552	189.583333333333	25
#000000	#FFFFFF	167.241379310345	189.583333333333	25
#000000	#FFFFFF	167.241379310345	236.25	20
#000000	#FFFFFF	172.413793103448	253.75	20
#000000	#FFFFFF	177.586206896552	236.25	20
#000000	#FFFFFF	167.241379310345	236.25	20
#000000	#FFFFFF	167.241379310345	282.916666666667	21
#000000	#FFFFFF	172.413793103448	300.416666666667	21
#000000	#FFFFFF	177.586206896552	282.916666666667	21
#000000	#FFFFFF	167.241379310345	282.916666666667	21
#000000	#FFFFFF	181.034482758621	26.25	29
#000000	#FFFFFF	186.206896551724	43.75	29
#000000	#FFFFFF	191.379310344828	26.25	29
#000000	#FFFFFF	181.034482758621	26.25	29
#000000	#FFFFFF	181.034482758621	72.9166666666667	30
#000000	#FFFFFF	186.206896551724	90.4166666666667	30
#000000	#FFFFFF	191.379310344828	72.9166666666667	30
#000000	#FFFFFF	181.034482758621	72.9166666666667	30
#000000	#FFFFFF	181.034482758621	119.583333333333	31
#000000	#FFFFFF	186.206896551724	137.083333333333	31
#000000	#FFFFFF	191.379310344828	119.583333333333	31
#000000	#FFFFFF	181.034482758621	119.583333333333	31
#000000	#FFFFFF	181.034482758621	166.25	32
#000000	#FFFFFF	186.206896551724	183.75	32
#000000	#FFFFFF	191.379310344828	166.25	32
#000000	#FFFFFF	181.034482758621	166.25	32
#000000	#FFFFFF	181.034482758621	212.916666666667	26
#000000	#FFFFFF	186.206896551724	230.416666666667	26
#000000	#FFFFFF	191.379310344828	212.916666666667	26
#000000	#FFFFFF	181.034482758621	212.916666666667	26
#000000	#FFFFFF	181.034482758621	259.583333333333	27
#000000	#FFFFFF	186.206896551724	277.083333333333	27
#000000	#FFFFFF	191.379310344828	259.583333333333	27
#000000	#FFFFFF	181.034482758621	259.583333333333	27
#000000	#FFFFFF	181.034482758621	306.25	28
#000000	#FFFFFF	186.206896551724	323.75	28
#000000	#FFFFFF	191.379310344828	306.25	28
#000000	#FFFFFF	181.034482758621	306.25	28
#000000	#FFFFFF	194.827586206897	2.91666666666667	33
#000000	#FFFFFF	200	20.4166666666667	33
#000000	#FFFFFF	205.172413793103	2.91666666666667	33
#000000	#FFFFFF	194.827586206897	2.91666666666667	33
#000000	#FFFFFF	194.827586206897	49.5833333333333	37
#000000	#FFFFFF	200	67.0833333333333	37
#000000	#FFFFFF	205.172413793103	49.5833333333333	37
#000000	#FFFFFF	194.827586206897	49.5833333333333	37
#000000	#FFFFFF	194.827586206897	96.25	38
#000000	#FFFFFF	200	113.75	38
#000000	#FFFFFF	205.172413793103	96.25	38
#000000	#FFFFFF	194.827586206897	96.25	38
#000000	#FFFFFF	194.827586206897	142.916666666667	39
#000000	#FFFFFF	200	160.416666666667	39
#000000	#FFFFFF	205.172413793103	142.916666666667	39
#000000	#FFFFFF	194.827586206897	142.916666666667	39
#000000	#FFFFFF	194.827586206897	189.583333333333	40
#000000	#FFFFFF	200	207.083333333333	40
#000000	#FFFFFF	205.172413793103	189.583333333333	40
#000000	#FFFFFF	194.827586206897	189.583333333333	40
#000000	#FFFFFF	194.827586206897	236.25	34
#000000	#FFFFFF	200	253.75	34
#000000	#FFFFFF	205.172413793103	236.25	34
#000000	#FFFFFF	194.827586206897	236.25	34
#000000	#FFFFFF	194.827586206897	282.916666666667	35
#000000	#FFFFFF	200	300.416666666667	35
#000000	#FFFFFF	205.172413793103	282.916666666667	35
#000000	#FFFFFF	194.827586206897	282.916666666667	35
#000000	#FFFFFF	194.827586206897	329.583333333333	36
#000000	#FFFFFF	200	347.083333333333	36
#000000	#FFFFFF	205.172413793103	329.583333333333	36
#000000	#FFFFFF	194.827586206897	329.583333333333	36
#000000	#FFFFFF	208.620689655172	26.25	44
#000000	#FFFFFF	213.793103448276	43.75	44
#000000	#FFFFFF	218.965517241379	26.25	44
#000000	#FFFFFF	208.620689655172	26.25	44
#000000	#FFFFFF	208.620689655172	72.9166666666667	45
#000000	#FFFFFF	213.793103448276	90.4166666666667	45
#000000	#FFFFFF	218.965517241379	72.9166666666667	45
#000000	#FFFFFF	208.620689655172	72.9166666666667	45
#000000	#FFFFFF	208.620689655172	119.583333333333	46
#000000	#FFFFFF	213.793103448276	137.083333333333	46
#000000	#FFFFFF	218.965517241379	119.583333333333	46
#000000	#FFFFFF	208.620689655172	119.583333333333	46
#000000	#FFFFFF	208.620689655172	166.25	47
#000000	#FFFFFF	213.793103448276	183.75	47
#000000	#FFFFFF	218.965517241379	166.25	47
#000000	#FFFFFF	208.620689655172	166.25	47
#000000	#FFFFFF	208.620689655172	212.916666666667	41
#000000	#FFFFFF	213.793103448276	230.416666666667	41
#000000	#FFFFFF	218.965517241379	212.916666666667	41
#000000	#FFFFFF	208.620689655172	212.916666666667	41
#000000	#FFFFFF	208.620689655172	259.583333333333	42
#000000	#FFFFFF	213.793103448276	277.083333333333	42
#000000	#FFFFFF	218.965517241379	259.583333333333	42
#000000	#FFFFFF	208.620689655172	259.583333333333	42
#000000	#FFFFFF	208.620689655172	306.25	43
#000000	#FFFFFF	213.793103448276	323.75	43
#000000	#FFFFFF	218.965517241379	306.25	43
#000000	#FFFFFF	208.620689655172	306.25	43
#000000	#FFFFFF	222.413793103448	2.91666666666667	48
#000000	#FFFFFF	227.586206896552	20.4166666666667	48
#000000	#FFFFFF	232.758620689655	2.91666666666667	48
#000000	#FFFFFF	222.413793103448	2.91666666666667	48
#000000	#FFFFFF	222.413793103448	49.5833333333333	51
#000000	#FFFFFF	227.586206896552	67.0833333333333	51
#000000	#FFFFFF	232.758620689655	49.5833333333333	51
#000000	#FFFFFF	222.413793103448	49.5833333333333	51
#000000	#FFFFFF	222.413793103448	96.25	52
#000000	#FFFFFF	227.586206896552	113.75	52
#000000	#FFFFFF	232.758620689655	96.25	52
#000000	#FFFFFF	222.413793103448	96.25	52
#000000	#FFFFFF	222.413793103448	142.916666666667	53
#000000	#FFFFFF	227.586206896552	160.416666666667	53
#000000	#FFFFFF	232.758620689655	142.916666666667	53
#000000	#FFFFFF	222.413793103448	142.916666666667	53
#000000	#FFFFFF	222.413793103448	189.583333333333	54
#000000	#FFFFFF	227.586206896552	207.083333333333	54
#000000	#FFFFFF	232.758620689655	189.583333333333	54
#000000	#FFFFFF	222.413793103448	189.583333333333	54
#000000	#FFFFFF	222.413793103448	236.25	49
#000000	#FFFFFF	227.586206896552	253.75	49
#000000	#FFFFFF	232.758620689655	236.25	49
#000000	#FFFFFF	222.413793103448	236.25	49
#000000	#FFFFFF	222.413793103448	282.916666666667	50
#000000	#FFFFFF	227.586206896552	300.416666666667	50
#000000	#FFFFFF	232.758620689655	282.916666666667	50
#000000	#FFFFFF	222.413793103448	282.916666666667	50
#000000	#FFFFFF	236.206896551724	26.25	57
#000000	#FFFFFF	241.379310344828	43.75	57
#000000	#FFFFFF	246.551724137931	26.25	57
#000000	#FFFFFF	236.206896551724	26.25	57
#000000	#FFFFFF	236.206896551724	72.9166666666667	58
#000000	#FFFFFF	241.379310344828	90.4166666666667	58
#000000	#FFFFFF	246.551724137931	72.9166666666667	58
#000000	#FFFFFF	236.206896551724	72.9166666666667	58
#000000	#FFFFFF	236.206896551724	119.583333333333	59
#000000	#FFFFFF	241.379310344828	137.083333333333	59
#000000	#FFFFFF	246.551724137931	119.583333333333	59
#000000	#FFFFFF	236.206896551724	119.583333333333	59
#000000	#FFFFFF	236.206896551724	166.25	60
#000000	#FFFFFF	241.379310344828	183.75	60
#000000	#FFFFFF	246.551724137931	166.25	60
#000000	#FFFFFF	236.206896551724	166.25	60
#000000	#FFFFFF	236.206896551724	212.916666666667	55
#000000	#FFFFFF	241.379310344828	230.416666666667	55
#000000	#FFFFFF	246.551724137931	212.916666666667	55
#000000	#FFFFFF	236.206896551724	212.916666666667	55
#000000	#FFFFFF	236.206896551724	259.583333333333	56
#000000	#FFFFFF	241.379310344828	277.083333333333	56
#000000	#FFFFFF	246.551724137931	259.583333333333	56
#000000	#FFFFFF	236.206896551724	259.583333333333	56
#000000	#FFFFFF	250	2.91666666666667	61
#000000	#FFFFFF	255.172413793103	20.4166666666667	61
#000000	#FFFFFF	260.344827586207	2.91666666666667	61
#000000	#FFFFFF	250	2.91666666666667	61
#000000	#FFFFFF	250	49.5833333333333	63
#000000	#FFFFFF	255.172413793103	67.0833333333333	63
#000000	#FFFFFF	260.344827586207	49.5833333333333	63
#000000	#FFFFFF	250	49.5833333333333	63
#000000	#FFFFFF	250	96.25	64
#000000	#FFFFFF	255.172413793103	113.75	64
#000000	#FFFFFF	260.344827586207	96.25	64
#000000	#FFFFFF	250	96.25	64
#000000	#FFFFFF	250	142.916666666667	65
#000000	#FFFFFF	255.172413793103	160.416666666667	65
#000000	#FFFFFF	260.344827586207	142.916666666667	65
#000000	#FFFFFF	250	142.916666666667	65
#000000	#FFFFFF	250	189.583333333333	66
#000000	#FFFFFF	255.172413793103	207.083333333333	66
#000000	#FFFFFF	260.344827586207	189.583333333333	66
#000000	#FFFFFF	250	189.583333333333	66
#000000	#FFFFFF	250	236.25	62
#000000	#FFFFFF	255.172413793103	253.75	62
#000000	#FFFFFF	260.344827586207	236.25	62
#000000	#FFFFFF	250	236.25	62
#000000	#FFFFFF	263.793103448276	26.25	68
#000000	#FFFFFF	268.965517241379	43.75	68
#000000	#FFFFFF	274.137931034483	26.25	68
#000000	#FFFFFF	263.793103448276	26.25	68
#000000	#FFFFFF	263.793103448276	72.9166666666667	69
#000000	#FFFFFF	268.965517241379	90.4166666666667	69
#000000	#FFFFFF	274.137931034483	72.9166666666667	69
#000000	#FFFFFF	263.793103448276	72.9166666666667	69
#000000	#FFFFFF	263.793103448276	119.583333333333	70
#000000	#FFFFFF	268.965517241379	137.083333333333	70
#000000	#FFFFFF	274.137931034483	119.583333333333	70
#000000	#FFFFFF	263.793103448276	119.583333333333	70
#000000	#FFFFFF	263.793103448276	166.25	71
#000000	#FFFFFF	268.965517241379	183.75	71
#000000	#FFFFFF	274.137931034483	166.25	71
#000000	#FFFFFF	263.793103448276	166.25	71
#000000	#FFFFFF	263.793103448276	212.916666666667	67
#000000	#FFFFFF	268.965517241379	230.416666666667	67
#000000	#FFFFFF	274.137931034483	212.916666666667	67
#000000	#FFFFFF	263.793103448276	212.916666666667	67
#000000	#FFFFFF	277.586206896552	2.91666666666667	72
#000000	#FFFFFF	282.758620689655	20.4166666666667	72
#000000	#FFFFFF	287.931034482759	2.91666666666667	72
#000000	#FFFFFF	277.586206896552	2.91666666666667	72
#000000	#FFFFFF	277.586206896552	49.5833333333333	73
#000000	#FFFFFF	282.758620689655	67.0833333333333	73
#000000	#FFFFFF	287.931034482759	49.5833333333333	73
#000000	#FFFFFF	277.586206896552	49.5833333333333	73
#000000	#FFFFFF	277.586206896552	96.25	74
#000000	#FFFFFF	282.758620689655	113.75	74
#000000	#FFFFFF	287.931034482759	96.25	74
#000000	#FFFFFF	277.586206896552	96.25	74
#000000	#FFFFFF	277.586206896552	142.916666666667	75
#000000	#FFFFFF	282.758620689655	160.416666666667	75
#000000	#FFFFFF	287.931034482759	142.916666666667	75
#000000	#FFFFFF	277.586206896552	142.916666666667	75
#000000	#FFFFFF	277.586206896552	189.583333333333	76
#000000	#FFFFFF	282.758620689655	207.083333333333	76
#000000	#FFFFFF	287.931034482759	189.583333333333	76
#000000	#FFFFFF	277.586206896552	189.583333333333	76
#000000	#FFFFFF	291.379310344828	26.25	78
#000000	#FFFFFF	296.551724137931	43.75	78
#000000	#FFFFFF	301.724137931034	26.25	78
#000000	#FFFFFF	291.379310344828	26.25	78
#000000	#FFFFFF	291.379310344828	72.9166666666667	79
#000000	#FFFFFF	296.551724137931	90.4166666666667	79
#000000	#FFFFFF	301.724137931034	72.9166666666667	79
#000000	#FFFFFF	291.379310344828	72.9166666666667	79
#000000	#FFFFFF	291.379310344828	119.583333333333	80
#000000	#FFFFFF	296.551724137931	137.083333333333	80
#000000	#FFFFFF	301.724137931034	119.583333333333	80
#000000	#FFFFFF	291.379310344828	119.583333333333	80
#000000	#FFFFFF	291.379310344828	166.25	81
#000000	#FFFFFF	296.551724137931	183.75	81
#000000	#FFFFFF	301.724137931034	166.25	81
#000000	#FFFFFF	291.379310344828	166.25	81
#000000	#FFFFFF	305.172413793103	2.91666666666667	82
#000000	#FFFFFF	310.344827586207	20.4166666666667	82
#000000	#FFFFFF	315.51724137931	2.91666666666667	82
#000000	#FFFFFF	305.172413793103	2.91666666666667	82
#000000	#FFFFFF	305.172413793103	49.5833333333333	83
#000000	#FFFFFF	310.344827586207	67.0833333333333	83
#000000	#FFFFFF	315.51724137931	49.5833333333333	83
#000000	#FFFFFF	305.172413793103	49.5833333333333	83
#000000	#FFFFFF	305.172413793103	96.25	84
#000000	#FFFFFF	310.344827586207	113.75	84
#000000	#FFFFFF	315.51724137931	96.25	84
#000000	#FFFFFF	305.172413793103	96.25	84
#000000	#FFFFFF	305.172413793103	142.916666666667	85
#000000	#FFFFFF	310.344827586207	160.416666666667	85
#000000	#FFFFFF	315.51724137931	142.916666666667	85
#000000	#FFFFFF	305.172413793103	142.916666666667	85
#000000	#FFFFFF	318.965517241379	26.25	86
#000000	#FFFFFF	324.137931034483	43.75	86
#000000	#FFFFFF	329.310344827586	26.25	86
#000000	#FFFFFF	318.965517241379	26.25	86
#000000	#FFFFFF	318.965517241379	72.9166666666667	87
#000000	#FFFFFF	324.137931034483	90.4166666666667	87
#000000	#FFFFFF	329.310344827586	72.9166666666667	87
#000000	#FFFFFF	318.965517241379	72.9166666666667	87
#000000	#FFFFFF	318.965517241379	119.583333333333	88
#000000	#FFFFFF	324.137931034483	137.083333333333	88
#000000	#FFFFFF	329.310344827586	119.583333333333	88
#000000	#FFFFFF	318.965517241379	119.583333333333	88
#000000	#FFFFFF	332.758620689655	2.91666666666667	89
#000000	#FFFFFF	337.931034482759	20.4166666666667	89
#000000	#FFFFFF	343.103448275862	2.91666666666667	89
#000000	#FFFFFF	332.758620689655	2.91666666666667	89
#000000	#FFFFFF	332.758620689655	49.5833333333333	90
#000000	#FFFFFF	337.931034482759	67.0833333333333	90
#000000	#FFFFFF	343.103448275862	49.5833333333333	90
#000000	#FFFFFF	332.758620689655	49.5833333333333	90
#000000	#FFFFFF	332.758620689655	96.25	91
#000000	#FFFFFF	337.931034482759	113.75	91
#000000	#FFFFFF	343.103448275862	96.25	91
#000000	#FFFFFF	332.758620689655	96.25	91
#000000	#FFFFFF	346.551724137931	26.25	92
#000000	#FFFFFF	351.724137931034	43.75	92
#000000	#FFFFFF	356.896551724138	26.25	92
#000000	#FFFFFF	346.551724137931	26.25	92
#000000	#FFFFFF	346.551724137931	72.9166666666667	93
#000000	#FFFFFF	351.724137931034	90.4166666666667	93
#000000	#FFFFFF	356.896551724138	72.9166666666667	93
#000000	#FFFFFF	346.551724137931	72.9166666666667	93
#000000	#FFFFFF	360.344827586207	2.91666666666667	94
#000000	#FFFFFF	365.51724137931	20.4166666666667	94
#000000	#FFFFFF	370.689655172414	2.91666666666667	94
#000000	#FFFFFF	360.344827586207	2.91666666666667	94
#000000	#FFFFFF	360.344827586207	49.5833333333333	95
#000000	#FFFFFF	365.51724137931	67.0833333333333	95
#000000	#FFFFFF	370.689655172414	49.5833333333333	95
#000000	#FFFFFF	360.344827586207	49.5833333333333	95
#000000	#FFFFFF	374.137931034483	26.25	96
#000000	#FFFFFF	379.310344827586	43.75	96
#000000	#FFFFFF	384.48275862069	26.25	96
#000000	#FFFFFF	374.137931034483	26.25	96
#000000	#FFFFFF	387.931034482759	2.91666666666667	97
#000000	#FFFFFF	393.103448275862	20.4166666666667	97
#000000	#FFFFFF	398.275862068966	2.91666666666667	97
#000000	#FFFFFF	387.931034482759	2.91666666666667	97
